2025-06-25 02:30:00,107032.305
2025-06-25 02:00:00,106699.995
2025-06-25 01:30:00,106518.32
2025-06-25 01:00:00,106657.775
2025-06-25 00:30:00,106678.795
2025-06-25 00:00:00,106460.705
2025-06-24 23:30:00,106450.265
2025-06-24 23:00:00,106273.73
2025-06-24 22:30:00,106213.305
2025-06-24 22:00:00,106256.065
2025-06-24 21:30:00,106323.615
2025-06-24 21:00:00,106301.445
2025-06-24 20:00:00,106535.425
2025-06-24 19:30:00,106603.935
2025-06-24 19:00:00,106448.275
2025-06-24 18:30:00,106185.605
2025-06-24 18:00:00,106435.465
2025-06-24 17:30:00,106216.555
2025-06-24 17:00:00,106141.005
2025-06-24 16:30:00,105891.275
2025-06-24 16:00:00,106060.315
2025-06-24 15:30:00,105999.995
2025-06-24 14:30:00,106035.165
2025-06-24 14:00:00,106127.885
2025-06-24 13:30:00,105879.585
2025-06-24 13:00:00,105710.775
2025-06-24 12:30:00,105525.525
2025-06-24 12:00:00,105587.415
2025-06-24 11:30:00,105909.805
2025-06-24 11:00:00,106119.985
2025-06-24 10:30:00,105735.975
2025-06-24 10:00:00,106287.89
2025-06-24 09:00:00,105300.005
2025-06-24 08:30:00,105719.4
2025-06-24 08:00:00,105600.665
2025-06-24 07:30:00,105451.85
2025-06-24 07:00:00,105117.655
2025-06-24 06:30:00,105155.605
2025-06-24 06:00:00,105262.405
2025-06-24 05:30:00,105121.685
2025-06-24 05:00:00,105240.525
2025-06-24 04:30:00,105398.805
2025-06-24 03:30:00,105221.625
2025-06-24 03:00:00,105248.205
2025-06-24 02:30:00,105467.915
2025-06-24 02:00:00,105079.945
2025-06-24 01:30:00,105139.73
2025-06-24 01:00:00,104994.655
2025-06-24 00:30:00,105688.285
2025-06-24 00:00:00,105735.045
2025-06-23 23:30:00,105566.055
2025-06-23 23:00:00,105478.915
2025-06-23 22:00:00,104898.605
2025-06-23 21:30:00,104967.955
2025-06-23 21:00:00,104993.125
2025-06-23 20:30:00,105056.475
2025-06-23 20:00:00,104841.975
2025-06-23 19:30:00,105079.805
2025-06-23 19:00:00,105507.69
2025-06-23 18:30:00,105257.725
2025-06-23 18:00:00,105205.955
2025-06-23 17:30:00,105227.115
2025-06-23 16:30:00,105525.665
2025-06-23 16:00:00,105623.795
2025-06-23 15:30:00,106100.735
2025-06-23 15:00:00,103810.82
2025-06-23 14:30:00,103769.455
2025-06-23 14:00:00,103861.215
2025-06-23 13:30:00,103839.78
2025-06-23 13:00:00,103254.285
2025-06-23 12:30:00,102893.895
2025-06-23 12:00:00,102998.36
2025-06-23 11:00:00,102570.305
2025-06-23 10:30:00,102232.975
2025-06-23 10:00:00,100675.675
2025-06-23 09:30:00,100288.725
2025-06-23 09:00:00,101476.105
2025-06-23 08:30:00,101585.385
2025-06-23 08:00:00,101687.615
2025-06-23 07:30:00,101846.905
2025-06-23 07:00:00,102433.375
2025-06-23 06:30:00,101175.705
2025-06-23 05:30:00,101205.975
2025-06-23 05:00:00,101329.895
2025-06-23 04:30:00,101244.71
2025-06-23 04:00:00,101503.735
2025-06-23 03:30:00,101398.115
2025-06-23 03:00:00,101594.965
2025-06-23 02:30:00,101537.91
2025-06-23 02:00:00,101903.305
2025-06-23 01:30:00,101971.925
2025-06-23 01:00:00,101974.52
2025-06-23 00:00:00,101985.67
2025-06-22 23:30:00,101885.815
2025-06-22 23:00:00,101814.845
2025-06-22 22:30:00,101562.81
2025-06-22 22:00:00,101223.79
2025-06-22 21:30:00,101309.245
2025-06-22 21:00:00,101199.995
2025-06-22 20:30:00,101180.915
2025-06-22 20:00:00,101324.36
2025-06-22 19:30:00,101258.605
2025-06-22 18:30:00,100650.925
2025-06-22 18:00:00,100962.52
2025-06-22 17:30:00,100804.175
2025-06-22 17:00:00,100996.865
2025-06-22 16:30:00,101043.455
2025-06-22 16:00:00,101026.635
2025-06-22 15:30:00,100350.115
2025-06-22 15:00:00,99212.68
2025-06-22 14:30:00,99179.45
2025-06-22 14:00:00,99600.63
2025-06-22 13:00:00,98236.76
2025-06-22 12:30:00,99122.215
2025-06-22 12:00:00,99463.755
2025-06-22 11:30:00,99573.575
2025-06-22 11:00:00,99526.04
2025-06-22 10:30:00,99560.835
2025-06-22 10:00:00,99699.105
2025-06-22 09:30:00,98836.395
2025-06-22 09:00:00,98933.575
2025-06-22 08:30:00,99275.415
2025-06-22 08:00:00,99610.165
2025-06-22 07:00:00,100840.59
2025-06-22 06:30:00,101112.865
2025-06-22 06:00:00,102778.81
2025-06-22 05:30:00,102672.395
2025-06-22 05:00:00,102765.405
2025-06-22 04:30:00,102680.11
2025-06-22 04:00:00,102525.145
2025-06-22 03:30:00,102454.535
2025-06-22 03:00:00,102243.405
2025-06-22 02:30:00,102395.795
2025-06-22 01:30:00,102618.825
2025-06-22 01:00:00,102467.62
2025-06-22 00:30:00,102660.77
2025-06-22 00:00:00,102782.965
2025-06-21 23:30:00,102860.005
2025-06-21 23:00:00,102888.655
2025-06-21 22:30:00,102868.995
2025-06-21 22:00:00,102582.095
2025-06-21 21:30:00,102546.585
